rating,review,avg_word,word_count
1,"pengiriman,melalui,ninja,sangat,lama,jauh,berbeda,dengan,kurir,internal,lazada,lebih,baik,kasih,opsi,pelanggan,agar,bisa,memilih,kurir",5.75,20
1,"pesananku,pada,nomor,pemesanan,ini,terkirim,dengan,baik,tapi,pada,nomor,pemesanan,dua,puluh,juta,dua,ratus,tiga,ribu,enam,ratus,tiga,puluh,dua,dua,puluh,juta,dua,ratus,tiga,ribu,enam,ratus,tiga,puluh,dua,email,adalah,luviantienam,diambil,terkendali,dan,tidak,tahu,proses,lanjut,bagaimana,sudah,transaksi,tapi,tidak,ada,konfirmasi,pembayaran,emai,atau,telepon,sudah,keluhan,pihak,lazada,tapi,tidak,ada,kejelasan,barang,juga,tidak,kirim,sampai,sekarang,mengadukan,penampilan,dana,pun,tidak,bisa,bagaimana,solusi,agar,barang,bisa,kirim,atau,kalau,tidak,bisa,mengembalikan,dana,saja,mohon,bantu,akan",5.40860215053763,93
5,"tidak,sia,sia,susah,payah,ikutan,flash,sale,akhir,dapat,juga,walaupun,harga,naik,turunin,lagi,dong,gara,secara,keseluruhan,oke,mantap,terima,kasih,lazada,terima,kasih,xiaomi,redmi,lima",5.16666666666667,30
5,"setelah,tujuh,kali,gagal,flash,sale,akhir,dapat,juga,padahal,tidak,menyangka,akan,dapat,estimasi,senin,diterima,ternyata,sabtu,sudah,datang,pelayanan,kurir,semua,oke,tingkatan,lagi,lazada",5.71428571428571,28
5,"saya,kurang,setuju,dengan,flash,sale,memang,sih,untuk,strategi,penasaran,berhasil,tapi,kalau,dari,segi,kepuasan,konsumen,saya,rasa,kurang,karena,banyak,yang,tidak,dapat,saya,delapan,kali,ikut,flash,sale,hanya,dapat,satu,sekali,saja,dan,menurut,saya,toko,toko,telepon,genggam,lah,yang,paling,banyak,dapat,flash,sale,dan,dijual,dengan,harga,yang,lebih,tinggi,lagi,merugikan,penggemar",5.26229508196721,61
1,"kurir,ninja,express,lambat,kecewa,kenapa,sih,lazada,masih,mau,bekerja,sama,dengan,kurir,siput,itu",5.125,16
1,"pengiriman,kota,depok,membutuhkan,sebelas,hari,terhitung,dari,waktu,kurir,pink,lazada,resi,tertera,pengiriman,dari,gudang,ninja,jakarta,timur,tidak,ada,komunikasi,atau,informasi,resi,mengenai,kendala,paket,setelah,ditelepon,mereka,beralasan,titik,alamat,tidak,temukan,padahal,alamat,sudah,sangat,jelas,dan,ekspedisi,lain,pun,tidak,pernah,ada,kendala,seperti,itu,lalu,jika,memang,alasan,tidak,temukan,titik,alamat,itu,benar,mengapa,tidak,menghubungi,saya,menerima,langsung,atau,memberi,keterangan,resi,tolong,lazada,dipertimbangkan,lagi,untuk,mengunakan,kurir,ninja,tidak,jarang,saya,melihat,alasan,produk,lazada,dengan,bintang,kecil,karena,pengiriman,yang,lambat,dari,ninja,semoga,masukan,saya,diperhatikan,agar,pengalaman,berbelanja,yang,lebih,baik,depan,lazada,terima,kasih",6.05454545454546,110
5,"barang,sudah,sampai,hanya,lama,sekali,lebih,baik,pakai,ekspedisi,yang,bisa,dipercaya,pakai,lex,indonesia,jangan,pakai,ninja,van,lama",5.33333333333333,21
5,"saran,tolong,pengiriman,paket,saya,jangan,melalui,jasa,pengiriman,ninja,express,lagi,paket,lama,sampai",5.86666666666667,15
5,"telepon,genggam,xiaomi,memang,oke,cepat,sampai,kurir,ramah,terima,kasih,xiaomi,dan,lazada,semoga,flash,sale,terus,berlanjut,oke",5.4,20
1,"beli,flash,sale,xiaomi,redmi,lima,plus,powerbank,kenapa,yang,datang,hanya,telepon,genggam,saja,padahal,bayar,sepakat,sama,powerbank",5.6,20
1,"barang,sudah,sampai,secara,cepat,dan,tepat,tapi,sayang,saya,pesan,barang,yang,satu,barang,kok,dibatalkan,sepihak,oleh,lazada",5.25,20
