rating,review,avg_word,word_count
1,"['pengiriman', 'ninja', 'sangat', 'lama', 'jauh', 'berbeda', 'kurir', 'internal', 'lazada', 'lebih', 'baik', 'kasih', 'opsi', 'pelanggan', 'bisa', 'memilih', 'kurir']",5.764705882352941,17
1,"['pesananku', 'nomor', 'order', 'terkirim', 'baik', 'nomor', 'order', 'puluh', 'juta', 'ratus', 'ribu', 'enam', 'ratus', 'puluh', 'puluh', 'juta', 'ratus', 'ribu', 'enam', 'ratus', 'puluh', '905139', 'email', 'is', 'luviantienam', 'diambil', 'om', 'terkendali', 'tidak', 'tahu', 'proses', 'transaksi', 'tidak', 'konfirmasi', 'pembayaran', 'emailatauno', 'telpon', 'keluhan', 'lazada', 'tidak', 'kejelasan', 'barang', 'tidak', 'kirim', 'mengadukan', 'penampilan', 'dana', 'tidak', 'bisa', 'solusi', 'barang', 'bisa', 'kirim', 'tidak', 'bisa', 'mengembalikan', 'dana', 'mohon', 'bantu']",5.898305084745763,59
5,"['tidak', 'sia', 'sia', 'susah', 'payah', 'ikutan', 'flash sale', 'harga', 'naik', 'turunin', 'gara', 'secara keseluruhan', 'ok', 'mantap', 'terima kasih', 'lazada', 'terima kasih', 'xiaomi', 'redmi', 'a']",6.25,20
5,"['tujuh', 'kali', 'gagal', 'flash sale', 'padahal', 'tidak', 'menyangka', 'estimasi', 'senin', 'diterima', 'sabtu', 'pelajaran', 'kurir', 'oke', 'tingkatan', 'lazada']",6.4375,16
5,"['kurang', 'setuju', 'flash sale', 'sih', 'strategi', 'penasaran', 'berhasil', 'segi', 'kepuasan', 'konsumen', 'kurang', 'banyak', 'tidak', 'delapan', 'kali', 'flash sale', 'cuma', 'sekali', 'toko', 'toko', 'telepon genggam', 'paling', 'banyak', 'flash sale', 'dijual', 'harga', 'lebih', 'merugikan', 'mi', 'penggemar']",6.633333333333334,30
1,"['kurir', 'ninja', 'express', 'lambat', 'kecewa', 'sih', 'lazada', 'bekerja', 'kurir', 'siput']",5.5,10
1,"['pengiriman', 'kota', 'depak', 'membutuhkan', 'sebelas', 'terhitung', 'kurir', 'pink', 'up', 'lazada', 'resi', 'tertera', 'pengiriman', 'gudang', 'ninja', 'jakarta', 'timur', 'tidak', 'komunikasi', 'informasi', 'resi', 'kendala', 'paket', 'ditelepon', 'beralasan', 'titik', 'alamat', 'tidak', 'temukan', 'padahal', 'alamat', 'sangat', 'jelas', 'ekspedisi', 'tidak', 'kendala', 'seperti', 'alasan', 'tidak', 'temukan', 'titik', 'alamat', 'benar', 'tidak', 'menghubungi', 'menerima', 'langsung', 'keterangan', 'resi', 'tolong', 'lazada', 'dipertimbangkan', 'mengunakan', 'kurir', 'ninja', 'tidak', 'jarang', 'alasan', 'produk', 'lazada', 'bintang', 'kecil', 'pengiriman', 'lambat', 'ninja', 'semoga', 'masukan', 'diperhatikan', 'pengalaman', 'berbelanja', 'lebih', 'baik', 'lazada', 'terima', 'kasih']",6.666666666666667,75
5,"['barang', 'hanya', 'lama', 'sekali', 'lebih baik', 'pakai', 'ekspedisi', 'bisa', 'dipercaya', 'pakai', 'les', 'indonesia', 'jangan', 'pakai', 'ninja van', 'i', 'lama']",5.882352941176471,17
5,"['saran', 'tolong', 'pengiriman', 'paket', 'jeng', 'jasa', 'pengiriman', 'ninja', 'express', 'paket', 'lama']",5.909090909090909,11
5,"['telepon genggam', 'xiaomi', 'oke', 'cepat', 'kurir', 'ramah', 'terima', 'kah', 'xiaomi', 'lazada', 'semoga', 'flash', 'sale', 'berlanjut', 'oke']",5.8,15
1,"['beli', 'flash', 'sale', 'xiaomi', 'redmi', 'a', 'plus', 'powerbank', 'hanya', 'telepon genggam', 'padahal', 'bayar', 'sepakat', 'powerbank']",6.142857142857143,14
1,"['barang', 'cepat', 'tepat', 'sayang', 'pesan', 'barang', 'barang', 'kok', 'lazada']",5.333333333333333,9
5,"['proses', 'pengiriman', 'pesanan', 'sangat', 'cepat', 'kurang', 'xiaomi', 'redmi', 'a', 'tepat', 'tangan', 'penjelasan', 'rapi', 'tidak', 'cacat', 'barang', 'sat', 'diterima', 'terima', 'kasih', 'lazada']",5.761904761904762,21
1,"['barang', 'bagus', 'sekali', 'garansi', 'tam', 'dikirim', 'jam', 'malam', 'kamis', 'sabtu', 'sore', 'pokok', 'cepat', 'terima kasih', 'lazada']",5.6,15
5,"['dapet', 'redmi', 'plus', 'emas', 'barang', 'pagi', 'redmi', 'a', 'tidak', 'ragu', 'belanja', 'lazada']",4.666666666666667,12
1,"['lazada', 'kadang', 'lama', 'pengiriman', 'kadang', 'cepat', 'lazada', 'rawan', 'salah', 'harga', 'rawan']",5.7272727272727275,11
4,"['kali', 'flash', 'sale', 'barang', 'aman', 'penjelasan', 'rapi', 'pengiriman', 'lama', 'pasrah', 'terima', 'kasih', 'lazada']",5.6923076923076925,13
5,"['pengiriman', 'cepat', 'kurir', 'ramah', 'lazada', 'paling', 'top', 'barang', 'sesuai', 'pesanan', 'mantap', 'pokok', 'lazada']",5.846153846153846,13
5,"['bismillah', 'alhamdulilah', 'barang', 'diterima', 'baik', 'kurir', 'baik', 'menghubungi', 'kirim', 'terima', 'kasih']",6.818181818181818,11
5,"['flash', 'sale', 'terbaik', 'pesan', 'kemarin', 'langsung', 'diterima', 'terima kasih', 'lazada', 'happy', 'ulang tahun']",7.090909090909091,11
5,"['mohon', 'kali', 'jangan', 'tertawa', 'bergantung', 'agen', 'kurir', 'pengiriman', 'posisi', 'bisa', 'tempuh', 'bisa', 'delapan', 'pengiriman', 'mohon', 'diperhatikan', 'pelanggan', 'tidak', 'kecewa']",6.578947368421052,19
4,"['minggu', 'mas', 'kurir', 'tetap', 'nganterin', 'barang', 'terima kasih', 'you', 'mas', 'kurir', 'lebih', 'cepat', 'estimasi', 'barang', 'tidak', 'perlu', 'garansi', 'tam', 'ragu', 'beda', 'sebelumya', 'terima kasih', 'lazada']",5.913043478260869,23
5,"['flash', 'sale', 'buah', 'hanya', 'tertawa', 'buah', 'sangat', 'disayangkan', 'sekali', 'semoga', 'kedepan', 'lazada', 'lebih', 'proaktif', 'flash', 'sale', 'jangan', 'kapok', 'customer service', 'lazada', 'komplit', 'terima kasih']",6.590909090909091,22
5,"['kurir', 'tugas', 'mengantarkan', 'barang', 'pelanggan', 'bukan', 'pelanggan', 'alasan', 'awan', 'banyak', 'tolong', 'dihina']",6.583333333333333,12
5,"['jual', 'i', 'banding', 'hanya', 'fred', 'telepon genggam', 'handsfree', 'tidak', 'sekali']",6.222222222222222,9
3,"['bingung', 'kembalikan', 'dana', 'voucher', 'kembalikan', 'dana', 'ungu', 'voucher', 'beli', 'produk', 'tidak', 'kapok']",6.083333333333333,12
4,"['sepuluh', 'unit', 'telepon genggam', 'xiaomi', 'redmi', 'a', 'lazada', 'alasan', 'unit', 'lebaran', 'alasan', 'tidak', 'dikirim', 'libur', 'super', 'parah', 'lazada', 'tidak', 'bertanggung']",6.105263157894737,19
5,"['terima kasih', 'berkat', 'lazada', 'bisa', 'mendung', 'bisa', 'menghasilkan', 'tambahan', 'banyak', 'keluhan', 'sangat', 'berterimakasih', 'lazada', 'semoga', 'kedepan', 'lazada', 'sukses', 'maju']",7.055555555555555,18
1,"['kesekian', 'kali', 'flash', 'sale', 'alhamdulilah', 'barang', 'pemberian', 'lupa', 'menyelipkan', 'invite']",6.9,10
1,"['barang', 'aman', 'sistem', 'bayar di tempat', 'butuh', 'seminggu', 'reschedule', 'pengiriman', 'ninja', 'alasan', 'nomor', 'tidak', 'hubungi', 'padahal', 'tidak', 'kurir', 'ninja', 'menghubungi', 'alhamdulilah', 'barang', 'kurir', 'ninja', 'tetap', 'amanah', 'ngomong-ngomong', 'sebenar', 'tidak', 'tahu', 'berhasil', 'pas', 'flash sale', 'gagal', 'eh', 'tahu', 'tahu', 'email', 'pemberitahuan', 'pesanan', 'dikirim', 'kaget', 'seneng', 'sekali', 'tertawa']",6.674418604651163,43
1,"['barang', 'bagus', 'sesuai', 'gambar', 'penjelasan', 'rapi', 'kualitas', 'bagus', 'sesuai', 'harga', 'pengiriman', 'sesuai', 'jadwal', 'direkomendasikan', 'selera']",7.0,15
5,"['kecewa', 'harga', 'naik', 'pengiriman', 'super', 'cepat', 'sehari', 'pakai', 'kurir', 'tiki', 'semoga', 'barang', 'awet']",5.461538461538462,13
5,"['sabtu', 'dikabulin', 'barang', 'kurir', 'lazada', 'alasan', 'tidak', 'dibuang', 'tidak', 'beritahu', 'tutup', 'jam', 'lazada', 'tutup', 'senin', 'barang', 'denger', 'curahan hati', 'sih', 'kurir', 'whatsapp', 'kerja', 'banyak']",5.956521739130435,23
5,"['telepon genggam', 'sejuta', 'umat', 'delapan', 'belas', 'harga', 'naik', 'seratus', 'ribu', 'tawarkan', 'telepon genggam', 'melebihi', 'harga', 'merek', 'sebelah', 'selevel', 'mendingxiaomi']",7.352941176470588,17
5,"['barang', 'diterima', 'baik', 'tertawa', 'harap', 'bublewarp', 'agak', 'ditanyain', 'kemarin', 'barang', 'cuma', 'kasih', 'selembar', 'kurang', 'safety', 'secara keseluruhan', 'bagus']",6.882352941176471,17
5,"['terima', 'kasih', 'lazada', 'paket', 'penjelasan', 'rapi', 'segel', 'sayang', 'pengiriman', 'agak', 'lama', 'pakai', 'ninjaxpres']",6.153846153846154,13
5,"['kali', 'beli', 'flash', 'sale', 'lazada', 'tidak', 'kena', 'ongkos kirim', 'kena', 'ongkos kirim', 'toko online', 'sebelah', 'tidak', 'kena', 'ongkos kirim']",6.6,15
3,"['flash sale', 'lazada', 'tidak', 'mengecewakan', 'barang', 'sangat', 'setuju', 'stok']",6.875,8
5,"['harga', 'naik', 'seratus', 'nol', 'tetap']",4.8,5
