rating,review,avg_word,word_count
1,"kirim,lalu,ninja,sangat,lama,jauh,beda,dengan,kurir,internal,lazada,lebih,baik,kasih,opsi,langgan,agar,bisa,pilih,kurir",5.0,20
1,"pesan,pada,nomor,mesan,ini,kirim,dengan,baik,tapi,pada,nomor,mesan,dua,puluh,juta,dua,ratus,tiga,ribu,enam,ratus,tiga,puluh,dua,dua,puluh,juta,dua,ratus,tiga,ribu,enam,ratus,tiga,puluh,dua,email,adalah,luviantienam,ambil,kendali,dan,tidak,tahu,proses,lanjut,bagaimana,sudah,transaksi,tapi,tidak,ada,konfirmasi,bayar,emai,atau,telepon,sudah,keluh,pihak,lazada,tapi,tidak,ada,jelas,barang,juga,tidak,kirim,sampai,sekarang,adu,tampil,dana,pun,tidak,bisa,bagaimana,solusi,agar,barang,bisa,kirim,atau,kalau,tidak,bisa,kembali,dana,saja,mohon,bantu,akan",4.89247311827957,93
5,"tidak,sia,sia,susah,payah,ikut,flash,sale,akhir,dapat,juga,walaupun,harga,naik,turunin,lagi,dong,gara,cara,seluruh,oke,mantap,terima,kasih,lazada,terima,kasih,xiaomi,redmi,lima",4.9,30
5,"telah,tujuh,kali,gagal,flash,sale,akhir,dapat,juga,padahal,tidak,sangka,akan,dapat,estimasi,senin,terima,nyata,sabtu,sudah,datang,layan,kurir,semua,oke,tingkat,lagi,lazada",5.142857142857143,28
5,"saya,kurang,tuju,dengan,flash,sale,memang,sih,untuk,strategi,penasaran,hasil,tapi,kalau,dari,segi,puas,konsumen,saya,rasa,kurang,karena,banyak,yang,tidak,dapat,saya,delapan,kali,ikut,flash,sale,tertawa,dapat,satu,sekali,saja,dan,turut,saya,toko,toko,telepon,genggam,lah,yang,paling,banyak,dapat,flash,sale,dan,jual,dengan,harga,yang,lebih,tinggi,lagi,rugi,gemar",4.934426229508197,61
1,"kurir,ninja,express,lambat,kecewa,kenapa,sih,lazada,masih,mau,kerja,sama,dengan,kurir,siput,itu",5.0,16
1,"kirim,kota,depok,butuh,sebelas,hari,hitung,dari,waktu,kurir,pink,lazada,resi,tera,kirim,dari,gudang,ninja,jakarta,timur,tidak,ada,komunikasi,atau,informasi,resi,kena,kendala,paket,telah,telepon,mereka,alas,titik,alamat,tidak,temu,padahal,alamat,sudah,sangat,jelas,dan,ekspedisi,lain,pun,tidak,pernah,ada,kendala,seperti,itu,lalu,jika,memang,alas,tidak,temu,titik,alamat,itu,benar,mengapa,tidak,hubung,saya,terima,langsung,atau,beri,terang,resi,tolong,lazada,timbang,lagi,untuk,mengunakan,kurir,ninja,tidak,jarang,saya,lihat,alas,produk,lazada,dengan,bintang,kecil,karena,kirim,yang,lambat,dari,ninja,moga,masuk,saya,perhati,agar,alam,belanja,yang,lebih,baik,depan,lazada,terima,kasih",5.218181818181818,110
5,"barang,sudah,sampai,tertawa,lama,sekali,lebih,baik,pakai,ekspedisi,yang,bisa,percaya,pakai,lex,indonesia,jangan,pakai,ninja,van,lama",5.333333333333333,21
5,"saran,tolong,kirim,paket,saya,jangan,lalu,jasa,kirim,ninja,express,lagi,paket,lama,sampai",5.0,15
5,"telepon,genggam,xiaomi,memang,oke,cepat,sampai,kurir,ramah,terima,kasih,xiaomi,dan,lazada,moga,flash,sale,terus,lanjut,oke",5.15,20
1,"beli,flash,sale,xiaomi,redmi,lima,plus,power,bank,kenapa,yang,datang,tertawa,telepon,genggam,saja,padahal,bayar,sepakat,sama,power,bank",5.181818181818182,20
1,"barang,sudah,sampai,cara,cepat,dan,tepat,tapi,sayang,saya,pesan,barang,yang,satu,barang,kok,batal,pihak,oleh,lazada",4.8,20
5,"proses,waktu,kirim,telah,pesan,sangat,cepat,kurang,dari,hari,xiaomi,redmi,lima,sudah,tepat,tangan,jelas,rapi,tidak,ada,cacat,barang,saat,terima,terima,kasih,lazada",5.074074074074074,27
1,"barang,bagus,sekali,garansi,tam,kirim,jam,satu,satu,malam,kamis,hari,sabtu,sore,sampai,pokok,cepat,terima,kasih,lazada",4.95,20
5,"bulan,lalu,dapat,redmi,lima,plus,emas,dan,barang,sering,dapat,pagi,redmi,lima,tidak,ragu,lagi,belanja,lazada",4.7368421052631575,19
1,"lazada,itu,kadang,lama,kirim,kadang,cepat,lazada,itu,rawan,salah,harga,dan,rawan,batal",4.8,15
