rating,review,avg_word,word_count
1,"kirim,ninja,sangat,lama,jauh,beda,kurir,internal,lazada,baik,kasih,opsi,langgan,bisa,pilih,kurir",5.0625,16
1,"pesan,nomor,order,kirim,baik,nomor,order,pesan,nomor,order,kirim,baik,nomor,order,ratus,enam,puluh,juta,sembilan,ratus,ribu,ratus,puluh,sembilan,email,luviantienam,email,kendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,bayar,email,nomor,telpon,keluh,lazada,tidak,jelas,barang,tidak,kirim,adu,tampil,dana,tidak,bisa,solusi,barang,bisa,kirim,tidak,bisa,kembali,dana,mohon,bantu,nol,pesan,nomor,order,kirim,baik,nomor,order,ratus,enam,puluh,juta,sembilan,ratus,ribu,ratus,puluh,sembilan,email,luviantienam,email,kendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,bayar,email,nomor,telpon,keluh,lazada,tidak,jelas,barang,tidak,kirim,adu,tampil,dana,tidak,bisa,solusi,barang,bisa,kirim,tidak,bisa,kembali,dana,mohon,bantu,nol,pesan,nomor,order,kirim,baik,nomor,order,ratus,enam,puluh,juta,sembilan,ratus,ribu,ratus,puluh,sembilan,email,luviantienam,email,kendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,bayar,email,nomor,telpon,keluh,lazada,tidak,jelas,barang,tidak,kirim,adu,tampil,dana,tidak,bisa,solusi,barang,bisa,kirim,tidak,bisa,kembali,dana,mohon,bantu,pesan,nomor,order,kirim,baik,nomor,order,ratus,enam,puluh,juta,sembilan,ratus,ribu,ratus,puluh,sembilan,email,luviantienam,email,kendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,bayar,email,nomor,telpon,keluh,lazada,tidak,jelas,barang,tidak,kirim,adu,tampil,dana,tidak,bisa,solusi,barang,bisa,kirim,tidak,bisa,kembali,dana,mohon,bantu,nol,email,luviantienam,email,kendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,bayar,email,nomor,telpon,keluh,lazada,tidak,jelas,barang,tidak,kirim,adu,tampil,dana,tidak,bisa,solusi,barang,bisa,kirim,tidak,bisa,kembali,dana,mohon,bantu",5.372093023255814,258
5,"tidak,sia,sia,susah,payah,ikut,flash,sale,harga,naik,turunin,harga,cara,seluruh,oke,mantap,terima,lazada,terima,xiaomi,redmi",4.9523809523809526,19
5,"tujuh,kali,gagal,flash,sale,padahal,tidak,sangka,estimasi,senin,terima,sabtu,ajar,kurir,oke,tingkat,lazada",5.294117647058823,16
5,"kurang,tuju,flash,sale,sih,strategi,pasar,hasil,segi,puas,konsumen,kurang,banyak,tidak,delapan,kali,flash,sale,cuma,toko,toko,telepon,genggam,banyak,flash,sale,jual,harga,tinggi,rugi,gemar",5.096774193548387,27
1,"kurir,ninja,express,lambat,kecewa,sih,lazada,kerja,kurir,siput",5.3,10
1,"kirim,kota,depok,butuh,sebelas,hitung,kurir,pink,lazada,resi,tera,kirim,gudang,ninja,jakarta,timur,tidak,komunikasi,informasi,resi,kendala,paket,telepon,alas,titik,alamat,tidak,temu,padahal,alamat,sangat,jelas,ekspedisi,tidak,kendala,seperti,alas,tidak,temu,titik,alamat,benar,tidak,hubung,terima,langsung,terang,resi,tolong,lazada,timbang,mengunakan,kurir,ninja,tidak,jarang,ulas,produk,lazada,bintang,kecil,kirim,lambat,ninja,moga,masuk,perhati,alam,belanja,baik,lazada,terima,kasih",5.6438356164383565,73
5,"barang,cuma,lama,lebih,baik,pakai,ekspedisi,bisa,percaya,pakai,lex,indonesia,pakai,ninjavan,lama",5.466666666666667,14
5,"saran,tolong,kirim,paket,jangan,jasa,kirim,ninja,express,paket,lama",5.181818181818182,11
5,"telepon,genggam,xiaomi,oke,cepat,kurir,ramah,terima,kasih,xiaomi,lazada,moga,flash,sale,lanjut,oke",5.1875,15
1,"beli,flash,sale,xiaomi,redmi,powerbank,cuma,hpnya,padahal,bayar,sepakat,powerbank",5.833333333333333,12
1,"barang,cepat,tepat,sayang,pesan,barang,cepat,tepat,sayang,pesan,hitam,hitam,kok,lazada,hitam,hitam,kok,lazada",5.111111111111111,18
5,"proses,kirim,pesan,sangat,cepat,kurang,proses,kirim,pesan,sangat,cepat,kurang,xiaomi,redmi,han,rapi,tidak,cacat,barang,sat,terima,terima,kasih,lazada,xiaomi,redmi,han,rapi,tidak,cacat,barang,sat,terima,terima,kasih,lazada",5.166666666666667,36
1,"barang,bagus,garansi,tam,kirim,jam,barang,bagus,garansi,tam,kirim,jam,malam,kamis,sabtu,sore,pokok,cepat,terima,kasih,lazada,malam,kamis,sabtu,sore,pokok,cepat,terima,kasih,lazada",5.0,28
5,"dapat,redmi,plus,emas,hitam,pagi,redmi,tidak,ragu,belanja,lazada",4.909090909090909,11
1,"lazada,kadang,lama,kirim,kadang,cepat,lazada,rawan,salah,harga,rawan,batal",5.25,12
4,"kali,flash,sale,barang,aman,rapi,kirim,lama,puas,terima,kasih,lazada",4.75,12
