rating,review,avg_word,word_count
1,"pengiriman,ninja,sangat,lama,jauh,berbeda,kurir,internal,lazada,baik,kasih,opsi,pelanggan,bisa,memilih,kurir",5.8125,16
1,"pesananku,nomor,order,terkirim,baik,nomor,order,pesananku,nomor,order,terkirim,baik,nomor,order,ratus,enam,puluh,juta,sembilan,ratus,ribu,seratus,puluh,sembilan,email,luviantienam,email,terkendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,pembayaran,email,nomor,telpon,keluhan,lazada,tidak,kejelasan,barang,tidak,kirim,mengadukan,penampilan,dana,tidak,bisa,solusinya,barang,bisa,kirim,tidak,bisa,mengembalikan,dana,mohon,bantuannya,nol,pesananku,nomor,order,terkirim,baik,nomor,order,ratus,enam,puluh,juta,sembilan,ratus,ribu,seratus,puluh,sembilan,email,luviantienam,email,terkendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,pembayaran,email,nomor,telpon,keluhan,lazada,tidak,kejelasan,barang,tidak,kirim,mengadukan,penampilan,dana,tidak,bisa,solusinya,barang,bisa,kirim,tidak,bisa,mengembalikan,dana,mohon,bantuannya,nol,pesananku,nomor,order,terkirim,baik,nomor,order,ratus,enam,puluh,juta,sembilan,ratus,ribu,seratus,puluh,sembilan,email,luviantienam,email,terkendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,pembayaran,email,nomor,telpon,keluhan,lazada,tidak,kejelasan,barang,tidak,kirim,mengadukan,penampilan,dana,tidak,bisa,solusinya,barang,bisa,kirim,tidak,bisa,mengembalikan,dana,mohon,bantuannya,pesananku,nomor,order,terkirim,baik,nomor,order,ratus,enam,puluh,juta,sembilan,ratus,ribu,seratus,puluh,sembilan,email,luviantienam,email,terkendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,pembayaran,email,nomor,telpon,keluhan,lazada,tidak,kejelasan,barang,tidak,kirim,mengadukan,penampilan,dana,tidak,bisa,solusinya,barang,bisa,kirim,tidak,bisa,mengembalikan,dana,mohon,bantuannya,nol,email,luviantienam,email,terkendali,tidak,tahu,proses,transaksi,tidak,konfirmasi,pembayaran,email,nomor,telpon,keluhan,lazada,tidak,kejelasan,barang,tidak,kirim,mengadukan,penampilan,dana,tidak,bisa,solusinya,barang,bisa,kirim,tidak,bisa,mengembalikan,dana,mohon,bantuannya",6.294573643410852,258
5,"tidak,sia,sia,susah,payah,ikutan, flash sale,harganya,naik,turunin,harganya,secara keseluruhan,oke,mantap,terima,lazada,terima,xiaomi,redmi",6.368421052631579,19
5,"tujuh,kali,gagal, flash sale,padahal,tidak,menyangka,estimasi,senin,diterima,sabtu,pelajaran,kurir,oke,tingkatan,lazada",6.5,16
5,"kurang,setuju,flash sale,sih,strategi,pemasaran,berhasil,segi,kepuasan,konsumen,kurang,banyak,tidak,delapan,kali,flash sale,cuma,toko,toko,telepon genggam,banyak,flash sale,dijual,harga,tinggi,merugikan,penggemar",6.888888888888889,27
1,"kurir,ninja,express,lambat,kecewa,sih,lazada,bekerja,kurir,siput",5.5,10
1,"pengiriman,kota,depok,membutuhkan,sebelas,terhitung,kurir,pink,lazada,resi,tertera,pengiriman,gudang,ninja,jakarta,timur,tidak,komunikasi,informasi,resi,kendala,paket,ditelepon,beralasan,titik,alamat,tidak,temukan,padahal,alamat,sangat,jelas,ekspedisi,tidak,kendala,seperti,alasan,tidak,temukan,titik,alamat,benar,tidak,menghubungi,menerima,langsung,keterangan,resi,tolong,lazada,dipertimbangkan,mengunakan,kurir,ninja,tidak,jarang,ulasan,produk,lazada,bintang,kecil,pengiriman,lambat,ninja,semoga,masukan,diperhatikan,pengalaman,berbelanja,baik,lazada,terima kasih",6.861111111111111,73
5,"barang,cuma,lama,lebih baik,pakai,ekspedisi,bisa,dipercaya,pakai,lex,indonesia,pakai,ninjavan,lama",6.071428571428571,14
5,"saran,tolong,pengiriman,paket,jangan,jasa,pengiriman,ninja,express,paket,lama",6.090909090909091,11
5,"telepon genggam,xiaomi,oke,cepat,kurir,ramah,terima kasih,xiaomi,lazada,semoga,flash,sale,berlanjut,oke",6.428571428571429,15
1,"beli,flash,sale,xiaomi,redmi,powerbank,cuma,hpnya,padahal,bayar,sepakat,powerbank",5.833333333333333,12
1,"barangnya,cepat,tepat,sayang,pesan,barangnya,cepat,tepat,sayang,pesan,hitam,hitam,kok,lazada,hitam,hitam,kok,lazada",5.444444444444445,18
5,"proses,pengiriman,pesanan,sangat,cepat,kurang,proses,pengiriman,pesanan,sangat,cepat,kurang,xiaomi,redmi,han,rapi,tidak,cacat,barang,sat,diterima,terima kasih,lazada,xiaomi,redmi,han,rapi,tidak,cacat,barang,sat,diterima,terima kasih,lazada",6.0588235294117645,36
1,"barang,bagus,garansi,tam,dikirim,jam,barang,bagus,garansi,tam,dikirim,jam,malam,kamis,sabtu,sore,pokok,cepat,terima kasih,lazada,malam,kamis,sabtu,sore,pokok,cepat,terima kasih,lazada",5.571428571428571,28
5,"dapat,redmi,plus,emas,hitam,pagi,redmi,tidak,ragu,belanja,lazada",4.909090909090909,11
1,"lazada,kadang,lama,mengiriminya,kadang,cepat,lazada,rawan,salah,harga,rawan,dibatalkan",6.25,12
4,"kali,flash,sale,barang,aman,rapi,pengiriman,lama,puas,terima kasih,lazada",5.7272727272727275,12
5,"pengiriman,cepat,kurir,ramah,lazada,top,barang,sesuai,pesanan,keseluruhan,mantap,pokok,lazada",6.230769230769231,13
5,"bismillah,alhamdulilah,barang,diterima,baik,kurir,baik,menghubungi,kirim,terima kasih",7.6,11
5,"flash,sale,terbaik,pesan,kemarin,langsung,diterima,terima kasih,lazada,bahagia,ulang tahun",7.2727272727272725,11
5,"mohon,kali,depannya,hanya,bergantung,agen,kurir,pengiriman,posisi,bisa,dijemput,mohon,kali,depannya,hanya,bergantung,agen,kurir,pengiriman,posisi,bisa,dijemput,bisa,delapan,mengiriminya,mohon,diperhatikan,pelanggan,tidak,kecewa,bisa,delapan,mengiriminya,mohon,diperhatikan,pelanggan,tidak,kecewa",6.7894736842105265,38
4,"minggu,mas,kurir,tetap,nganterin,barang,terima kasih,mas,kurir,cepat,estimasi,barang,tidak,perlu,garansi,tam,ragu,beda,sebelumya,terima kasih,lazada",6.095238095238095,22
5,"flash,sale,tigapcs,cuma,hanya,buah,sangat,disayangkan,semoga,kedepanya,lazada,proaktif,flash,sale,kapok,customer service,lazada,kompleks,terima kasih",6.894736842105263,19
5,"kulitnya,tugasnya,mengantarkan,barang,pelanggan,bukanya,pelanggan,alasan,tawanya,banyak,tolong,dihina",7.5,12
5,"jualnya,jualnya,satusembilan,puluh,sembilan,banding,hanya,gratis,telepon genggam,handsfree,tidak,sembilan,puluh,sembilan,banding,hanya,gratis,telepon genggam,handsfree,tidak",7.7,20
