rating,review,avg_word,word_count
1,"['sangat', 'lama', 'jauh', 'berbeda', 'internal', 'lebih', 'baik', 'kasih', 'opsi', 'pelanggan', 'bisa', 'memilih']",5.583333333333333,12
1,"['pesananku', 'terkirim', 'baik', 'juta', 'ribu', 'enam', 'juta', 'ribu', 'enam', 'email', 'luviantienam', 'diambil', 'terkendali', 'tidak', 'tahu', 'transaksi', 'tidak', 'konfirmasi', 'pembayaran', 'emai', 'keluhan', 'tidak', 'kejelasan', 'tidak', 'mengadukan', 'penampilan', 'dana', 'tidak', 'bisa', 'solusi', 'bisa', 'tidak', 'bisa', 'mengembalikan', 'dana', 'bantu']",6.277777777777778,36
5,"['tidak', 'sia', 'sia', 'susah', 'payah', 'ikutan', 'naik', 'turunin', 'gara', 'oke', 'mantap', 'terima', 'kasih', 'terima', 'kasih']",4.866666666666666,15
5,"['tujuh', 'gagal', 'padahal', 'tidak', 'menyangka', 'senin', 'diterima', 'sabtu', 'pelayanan', 'oke', 'tingkatkan']",6.454545454545454,11
5,"['kurang', 'setuju', 'memang', 'strategi', 'penasaran', 'berhasil', 'segi', 'kepuasan', 'konsumen', 'kurang', 'banyak', 'tidak', 'sekali', 'toko', 'toko', 'paling', 'banyak', 'dijual', 'lebih', 'merugikan', 'penggemar']",6.428571428571429,21
1,"['express', 'lambat', 'kecewa', 'bekerja', 'siput']",6.2,5
1,"['kota', 'depok', 'membutuhkan', 'sebelas', 'terhitung', 'pink', 'resi', 'tertera', 'gudang', 'jakarta', 'timur', 'tidak', 'komunikasi', 'informasi', 'resi', 'kendala', 'ditelepon', 'beralasan', 'titik', 'alamat', 'tidak', 'temukan', 'padahal', 'alamat', 'sangat', 'jelas', 'ekspedisi', 'tidak', 'kendala', 'seperti', 'memang', 'alasan', 'tidak', 'temukan', 'titik', 'alamat', 'benar', 'tidak', 'menghubungi', 'menerima', 'keterangan', 'resi', 'dipertimbangkan', 'mengunakan', 'tidak', 'jarang', 'alasan', 'kecil', 'lambat', 'semoga', 'masukan', 'diperhatikan', 'pengalaman', 'berbelanja', 'lebih', 'baik', 'terima', 'kasih']",6.775862068965517,58
5,"['lama', 'sekali', 'lebih', 'baik', 'ekspedisi', 'bisa', 'dipercaya', 'lex', 'indonesia', 'jangan', 'van', 'lama']",5.5,12
5,"['saran', 'jangan', 'jasa', 'express', 'lama']",5.2,5
5,"['memang', 'oke', 'cepat', 'ramah', 'terima', 'kasih', 'semoga', 'berlanjut', 'oke']",5.333333333333333,9
